age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
34,nan,nan,nan,nan,nan,nan,nan,nan,nan,248,3,999,0,nan,1.1,93.994,-36.4,4.86,5191.0,nan
53,nan,nan,nan,nan,nan,nan,nan,nan,nan,2260,2,999,0,nan,1.1,93.994,-36.4,4.86,5191.0,nan
52,nan,nan,nan,nan,nan,nan,nan,nan,nan,91,7,999,0,nan,1.1,93.994,-36.4,4.86,5191.0,nan
51,nan,nan,nan,nan,nan,nan,nan,nan,nan,660,2,999,0,nan,1.1,93.994,-36.4,4.86,5191.0,nan
49,nan,nan,nan,nan,nan,nan,nan,nan,nan,182,6,999,0,nan,1.1,93.994,-36.4,4.86,5191.0,nan
37,nan,nan,nan,nan,nan,nan,nan,nan,nan,30,2,999,0,nan,1.1,93.994,-36.4,4.86,5191.0,nan
53,nan,nan,nan,nan,nan,nan,nan,nan,nan,101,23,999,0,nan,1.1,93.994,-36.4,4.86,5191.0,nan
53,nan,nan,nan,nan,nan,nan,nan,nan,nan,54,15,999,0,nan,1.1,93.994,-36.4,4.86,5191.0,nan
59,nan,nan,nan,nan,nan,nan,nan,nan,nan,374,4,999,0,nan,1.1,93.994,-36.4,4.86,5191.0,nan
55,nan,nan,nan,nan,nan,nan,nan,nan,nan,216,7,999,0,nan,1.1,93.994,-36.4,4.86,5191.0,nan
34,nan,nan,nan,nan,nan,nan,nan,nan,nan,76,4,999,0,nan,1.1,93.994,-36.4,4.86,5191.0,nan
37,nan,nan,nan,nan,nan,nan,nan,nan,nan,73,3,999,0,nan,1.1,93.994,-36.4,4.86,5191.0,nan
45,nan,nan,nan,nan,nan,nan,nan,nan,nan,62,6,999,0,nan,1.1,93.994,-36.4,4.86,5191.0,nan
50,nan,nan,nan,nan,nan,nan,nan,nan,nan,152,2,999,0,nan,1.1,93.994,-36.4,4.86,5191.0,nan
35,nan,nan,nan,nan,nan,nan,nan,nan,nan,86,4,999,0,nan,1.1,93.994,-36.4,4.86,5191.0,nan
28,nan,nan,nan,nan,nan,nan,nan,nan,nan,95,6,999,0,nan,1.1,93.994,-36.4,4.86,5191.0,nan
36,nan,nan,nan,nan,nan,nan,nan,nan,nan,23,15,999,0,nan,1.1,93.994,-36.4,4.86,5191.0,nan
37,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,11,999,0,nan,1.1,93.994,-36.4,4.86,5191.0,nan
35,nan,nan,nan,nan,nan,nan,nan,nan,nan,151,7,999,0,nan,1.1,93.994,-36.4,4.86,5191.0,nan
26,nan,nan,nan,nan,nan,nan,nan,nan,nan,95,3,999,0,nan,1.1,93.994,-36.4,4.86,5191.0,nan
32,nan,nan,nan,nan,nan,nan,nan,nan,nan,52,8,999,0,nan,1.1,93.994,-36.4,4.86,5191.0,nan
32,nan,nan,nan,nan,nan,nan,nan,nan,nan,52,3,999,0,nan,1.1,93.994,-36.4,4.86,5191.0,nan
59,nan,nan,nan,nan,nan,nan,nan,nan,nan,421,3,999,0,nan,1.1,93.994,-36.4,4.86,5191.0,nan
45,nan,nan,nan,nan,nan,nan,nan,nan,nan,322,11,999,0,nan,1.1,93.994,-36.4,4.86,5191.0,nan
30,nan,nan,nan,nan,nan,nan,nan,nan,nan,52,4,999,0,nan,1.1,93.994,-36.4,4.86,5191.0,nan
27,nan,nan,nan,nan,nan,nan,nan,nan,nan,340,7,999,0,nan,1.1,93.994,-36.4,4.86,5191.0,nan
48,nan,nan,nan,nan,nan,nan,nan,nan,nan,139,2,999,0,nan,1.1,93.994,-36.4,4.86,5191.0,nan
59,nan,nan,nan,nan,nan,nan,nan,nan,nan,763,2,999,0,nan,1.1,93.994,-36.4,4.86,5191.0,nan
35,nan,nan,nan,nan,nan,nan,nan,nan,nan,288,3,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
35,nan,nan,nan,nan,nan,nan,nan,nan,nan,231,3,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
37,nan,nan,nan,nan,nan,nan,nan,nan,nan,120,17,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
38,nan,nan,nan,nan,nan,nan,nan,nan,nan,203,2,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
39,nan,nan,nan,nan,nan,nan,nan,nan,nan,67,3,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
42,nan,nan,nan,nan,nan,nan,nan,nan,nan,311,4,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
57,nan,nan,nan,nan,nan,nan,nan,nan,nan,50,2,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
42,nan,nan,nan,nan,nan,nan,nan,nan,nan,86,3,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
25,nan,nan,nan,nan,nan,nan,nan,nan,nan,139,3,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
54,nan,nan,nan,nan,nan,nan,nan,nan,nan,235,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
46,nan,nan,nan,nan,nan,nan,nan,nan,nan,43,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
34,nan,nan,nan,nan,nan,nan,nan,nan,nan,233,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
44,nan,nan,nan,nan,nan,nan,nan,nan,nan,230,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
42,nan,nan,nan,nan,nan,nan,nan,nan,nan,177,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
42,nan,nan,nan,nan,nan,nan,nan,nan,nan,149,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
58,nan,nan,nan,nan,nan,nan,nan,nan,nan,422,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
41,nan,nan,nan,nan,nan,nan,nan,nan,nan,121,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
41,nan,nan,nan,nan,nan,nan,nan,nan,nan,324,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
48,nan,nan,nan,nan,nan,nan,nan,nan,nan,287,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
33,nan,nan,nan,nan,nan,nan,nan,nan,nan,58,2,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
58,nan,nan,nan,nan,nan,nan,nan,nan,nan,226,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
42,nan,nan,nan,nan,nan,nan,nan,nan,nan,153,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
52,nan,nan,nan,nan,nan,nan,nan,nan,nan,151,3,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
31,nan,nan,nan,nan,nan,nan,nan,nan,nan,57,2,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
39,nan,nan,nan,nan,nan,nan,nan,nan,nan,31,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
35,nan,nan,nan,nan,nan,nan,nan,nan,nan,118,6,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
28,nan,nan,nan,nan,nan,nan,nan,nan,nan,133,4,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
32,nan,nan,nan,nan,nan,nan,nan,nan,nan,171,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
37,nan,nan,nan,nan,nan,nan,nan,nan,nan,62,3,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
36,nan,nan,nan,nan,nan,nan,nan,nan,nan,45,3,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
51,nan,nan,nan,nan,nan,nan,nan,nan,nan,91,9,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
34,nan,nan,nan,nan,nan,nan,nan,nan,nan,172,2,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
40,nan,nan,nan,nan,nan,nan,nan,nan,nan,498,4,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
47,nan,nan,nan,nan,nan,nan,nan,nan,nan,85,7,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
43,nan,nan,nan,nan,nan,nan,nan,nan,nan,224,2,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
34,nan,nan,nan,nan,nan,nan,nan,nan,nan,553,3,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
30,nan,nan,nan,nan,nan,nan,nan,nan,nan,242,3,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
35,nan,nan,nan,nan,nan,nan,nan,nan,nan,192,6,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
45,nan,nan,nan,nan,nan,nan,nan,nan,nan,207,4,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
52,nan,nan,nan,nan,nan,nan,nan,nan,nan,711,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
26,nan,nan,nan,nan,nan,nan,nan,nan,nan,160,3,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
36,nan,nan,nan,nan,nan,nan,nan,nan,nan,147,5,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
42,nan,nan,nan,nan,nan,nan,nan,nan,nan,87,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
30,nan,nan,nan,nan,nan,nan,nan,nan,nan,199,2,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
37,nan,nan,nan,nan,nan,nan,nan,nan,nan,34,2,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
35,nan,nan,nan,nan,nan,nan,nan,nan,nan,65,7,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
33,nan,nan,nan,nan,nan,nan,nan,nan,nan,150,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
38,nan,nan,nan,nan,nan,nan,nan,nan,nan,57,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
34,nan,nan,nan,nan,nan,nan,nan,nan,nan,234,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
28,nan,nan,nan,nan,nan,nan,nan,nan,nan,521,2,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
33,nan,nan,nan,nan,nan,nan,nan,nan,nan,555,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
39,nan,nan,nan,nan,nan,nan,nan,nan,nan,86,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
26,nan,nan,nan,nan,nan,nan,nan,nan,nan,204,4,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
36,nan,nan,nan,nan,nan,nan,nan,nan,nan,222,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
35,nan,nan,nan,nan,nan,nan,nan,nan,nan,162,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
33,nan,nan,nan,nan,nan,nan,nan,nan,nan,648,5,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
34,nan,nan,nan,nan,nan,nan,nan,nan,nan,659,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
27,nan,nan,nan,nan,nan,nan,nan,nan,nan,867,3,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
41,nan,nan,nan,nan,nan,nan,nan,nan,nan,96,2,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
34,nan,nan,nan,nan,nan,nan,nan,nan,nan,123,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
25,nan,nan,nan,nan,nan,nan,nan,nan,nan,56,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
34,nan,nan,nan,nan,nan,nan,nan,nan,nan,54,3,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
50,nan,nan,nan,nan,nan,nan,nan,nan,nan,152,4,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
25,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,4,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
26,nan,nan,nan,nan,nan,nan,nan,nan,nan,120,6,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
37,nan,nan,nan,nan,nan,nan,nan,nan,nan,491,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
49,nan,nan,nan,nan,nan,nan,nan,nan,nan,379,17,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
37,nan,nan,nan,nan,nan,nan,nan,nan,nan,343,3,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
32,nan,nan,nan,nan,nan,nan,nan,nan,nan,289,2,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
50,nan,nan,nan,nan,nan,nan,nan,nan,nan,574,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
51,nan,nan,nan,nan,nan,nan,nan,nan,nan,85,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
55,nan,nan,nan,nan,nan,nan,nan,nan,nan,319,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
49,nan,nan,nan,nan,nan,nan,nan,nan,nan,108,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
40,nan,nan,nan,nan,nan,nan,nan,nan,nan,762,3,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
52,nan,nan,nan,nan,nan,nan,nan,nan,nan,80,3,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
55,nan,nan,nan,nan,nan,nan,nan,nan,nan,449,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
38,nan,nan,nan,nan,nan,nan,nan,nan,nan,198,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
52,nan,nan,nan,nan,nan,nan,nan,nan,nan,135,2,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
34,nan,nan,nan,nan,nan,nan,nan,nan,nan,69,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
44,nan,nan,nan,nan,nan,nan,nan,nan,nan,55,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
48,nan,nan,nan,nan,nan,nan,nan,nan,nan,290,5,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
26,nan,nan,nan,nan,nan,nan,nan,nan,nan,138,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
28,nan,nan,nan,nan,nan,nan,nan,nan,nan,135,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
31,nan,nan,nan,nan,nan,nan,nan,nan,nan,70,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
58,nan,nan,nan,nan,nan,nan,nan,nan,nan,652,2,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
37,nan,nan,nan,nan,nan,nan,nan,nan,nan,327,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
43,nan,nan,nan,nan,nan,nan,nan,nan,nan,246,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
37,nan,nan,nan,nan,nan,nan,nan,nan,nan,295,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
37,nan,nan,nan,nan,nan,nan,nan,nan,nan,255,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
35,nan,nan,nan,nan,nan,nan,nan,nan,nan,523,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
30,nan,nan,nan,nan,nan,nan,nan,nan,nan,130,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
34,nan,nan,nan,nan,nan,nan,nan,nan,nan,103,5,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
30,nan,nan,nan,nan,nan,nan,nan,nan,nan,205,2,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
37,nan,nan,nan,nan,nan,nan,nan,nan,nan,92,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
38,nan,nan,nan,nan,nan,nan,nan,nan,nan,107,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
30,nan,nan,nan,nan,nan,nan,nan,nan,nan,864,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
25,nan,nan,nan,nan,nan,nan,nan,nan,nan,65,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
41,nan,nan,nan,nan,nan,nan,nan,nan,nan,556,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
25,nan,nan,nan,nan,nan,nan,nan,nan,nan,115,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
26,nan,nan,nan,nan,nan,nan,nan,nan,nan,180,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
37,nan,nan,nan,nan,nan,nan,nan,nan,nan,87,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
44,nan,nan,nan,nan,nan,nan,nan,nan,nan,70,2,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
39,nan,nan,nan,nan,nan,nan,nan,nan,nan,435,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
49,nan,nan,nan,nan,nan,nan,nan,nan,nan,132,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
41,nan,nan,nan,nan,nan,nan,nan,nan,nan,312,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
33,nan,nan,nan,nan,nan,nan,nan,nan,nan,283,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
30,nan,nan,nan,nan,nan,nan,nan,nan,nan,182,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
37,nan,nan,nan,nan,nan,nan,nan,nan,nan,379,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
33,nan,nan,nan,nan,nan,nan,nan,nan,nan,127,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
35,nan,nan,nan,nan,nan,nan,nan,nan,nan,126,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
35,nan,nan,nan,nan,nan,nan,nan,nan,nan,91,2,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
45,nan,nan,nan,nan,nan,nan,nan,nan,nan,78,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
40,nan,nan,nan,nan,nan,nan,nan,nan,nan,417,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
43,nan,nan,nan,nan,nan,nan,nan,nan,nan,618,2,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
39,nan,nan,nan,nan,nan,nan,nan,nan,nan,407,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
32,nan,nan,nan,nan,nan,nan,nan,nan,nan,160,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
45,nan,nan,nan,nan,nan,nan,nan,nan,nan,171,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
29,nan,nan,nan,nan,nan,nan,nan,nan,nan,210,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
36,nan,nan,nan,nan,nan,nan,nan,nan,nan,135,3,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
35,nan,nan,nan,nan,nan,nan,nan,nan,nan,461,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
25,nan,nan,nan,nan,nan,nan,nan,nan,nan,763,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
27,nan,nan,nan,nan,nan,nan,nan,nan,nan,682,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
40,nan,nan,nan,nan,nan,nan,nan,nan,nan,171,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
46,nan,nan,nan,nan,nan,nan,nan,nan,nan,68,2,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
30,nan,nan,nan,nan,nan,nan,nan,nan,nan,120,3,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
52,nan,nan,nan,nan,nan,nan,nan,nan,nan,67,2,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
36,nan,nan,nan,nan,nan,nan,nan,nan,nan,381,2,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
32,nan,nan,nan,nan,nan,nan,nan,nan,nan,278,2,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
43,nan,nan,nan,nan,nan,nan,nan,nan,nan,126,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
26,nan,nan,nan,nan,nan,nan,nan,nan,nan,149,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
56,nan,nan,nan,nan,nan,nan,nan,nan,nan,95,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
32,nan,nan,nan,nan,nan,nan,nan,nan,nan,197,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
43,nan,nan,nan,nan,nan,nan,nan,nan,nan,38,3,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
40,nan,nan,nan,nan,nan,nan,nan,nan,nan,201,3,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
30,nan,nan,nan,nan,nan,nan,nan,nan,nan,176,4,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
26,nan,nan,nan,nan,nan,nan,nan,nan,nan,61,2,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
42,nan,nan,nan,nan,nan,nan,nan,nan,nan,275,2,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
32,nan,nan,nan,nan,nan,nan,nan,nan,nan,201,4,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
33,nan,nan,nan,nan,nan,nan,nan,nan,nan,724,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
42,nan,nan,nan,nan,nan,nan,nan,nan,nan,143,4,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
43,nan,nan,nan,nan,nan,nan,nan,nan,nan,197,3,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
26,nan,nan,nan,nan,nan,nan,nan,nan,nan,143,2,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
41,nan,nan,nan,nan,nan,nan,nan,nan,nan,153,2,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
39,nan,nan,nan,nan,nan,nan,nan,nan,nan,197,12,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
26,nan,nan,nan,nan,nan,nan,nan,nan,nan,536,2,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
48,nan,nan,nan,nan,nan,nan,nan,nan,nan,120,2,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
47,nan,nan,nan,nan,nan,nan,nan,nan,nan,604,2,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
41,nan,nan,nan,nan,nan,nan,nan,nan,nan,254,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
37,nan,nan,nan,nan,nan,nan,nan,nan,nan,121,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
60,nan,nan,nan,nan,nan,nan,nan,nan,nan,118,2,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
24,nan,nan,nan,nan,nan,nan,nan,nan,nan,447,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
52,nan,nan,nan,nan,nan,nan,nan,nan,nan,854,2,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
44,nan,nan,nan,nan,nan,nan,nan,nan,nan,151,2,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
30,nan,nan,nan,nan,nan,nan,nan,nan,nan,114,2,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
50,nan,nan,nan,nan,nan,nan,nan,nan,nan,855,2,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
30,nan,nan,nan,nan,nan,nan,nan,nan,nan,115,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
30,nan,nan,nan,nan,nan,nan,nan,nan,nan,274,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
35,nan,nan,nan,nan,nan,nan,nan,nan,nan,100,2,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
27,nan,nan,nan,nan,nan,nan,nan,nan,nan,156,2,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
53,nan,nan,nan,nan,nan,nan,nan,nan,nan,153,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
53,nan,nan,nan,nan,nan,nan,nan,nan,nan,264,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
57,nan,nan,nan,nan,nan,nan,nan,nan,nan,251,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
31,nan,nan,nan,nan,nan,nan,nan,nan,nan,1269,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
25,nan,nan,nan,nan,nan,nan,nan,nan,nan,48,4,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
44,nan,nan,nan,nan,nan,nan,nan,nan,nan,119,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
47,nan,nan,nan,nan,nan,nan,nan,nan,nan,104,3,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
28,nan,nan,nan,nan,nan,nan,nan,nan,nan,65,13,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
44,nan,nan,nan,nan,nan,nan,nan,nan,nan,75,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
46,nan,nan,nan,nan,nan,nan,nan,nan,nan,157,3,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
38,nan,nan,nan,nan,nan,nan,nan,nan,nan,565,2,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
29,nan,nan,nan,nan,nan,nan,nan,nan,nan,165,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
46,nan,nan,nan,nan,nan,nan,nan,nan,nan,314,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
41,nan,nan,nan,nan,nan,nan,nan,nan,nan,109,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
38,nan,nan,nan,nan,nan,nan,nan,nan,nan,219,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
25,nan,nan,nan,nan,nan,nan,nan,nan,nan,60,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
24,nan,nan,nan,nan,nan,nan,nan,nan,nan,385,2,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
30,nan,nan,nan,nan,nan,nan,nan,nan,nan,96,2,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
37,nan,nan,nan,nan,nan,nan,nan,nan,nan,868,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
60,nan,nan,nan,nan,nan,nan,nan,nan,nan,161,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
38,nan,nan,nan,nan,nan,nan,nan,nan,nan,448,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
33,nan,nan,nan,nan,nan,nan,nan,nan,nan,137,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
47,nan,nan,nan,nan,nan,nan,nan,nan,nan,155,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
45,nan,nan,nan,nan,nan,nan,nan,nan,nan,633,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
55,nan,nan,nan,nan,nan,nan,nan,nan,nan,58,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
31,nan,nan,nan,nan,nan,nan,nan,nan,nan,127,1,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
37,nan,nan,nan,nan,nan,nan,nan,nan,nan,99,8,999,0,nan,1.1,93.994,-36.4,4.864,5191.0,nan
